dataset,method,method_label,raw_method,engine,configuration,alpha_mode,prescribed_alpha,harmonics,base_configuration,D0,alpha,noise,seed,pressure_prior,pressure_prior_label,pressure_source,n_spatial_problems,D0_hat,alpha_hat,D0_interval_low,D0_interval_high,alpha_interval_low,alpha_interval_high,median_relative_D0_error,median_alpha_absolute_error,median_velocity_relative_rmse,D0_coverage_rate,alpha_coverage_rate,boundary_hit_rate,median_D0_interval_width_decades,median_alpha_interval_width,dashboard
pl_d1e-03_a2_n10_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,solved,nan,H1,alpha_solved__h1,0.001,2.0,0.1,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.001,2.0,0.0007943282347242822,0.0011220184543019641,1.75,2.25,0.10874906186625409,0.050000000000000266,0.6689691163064774,1.0,1.0,0.0,0.14999999999999988,0.5,../linear_tile_gpu/pl_d1e-03_a2_n10_s42/alpha_solved__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n10_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,solved,nan,H1 + H2,alpha_solved__h1_h2,0.001,2.0,0.1,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.001,2.0,0.001,0.001,1.9000000000000004,2.1,0.0,0.04999999999999982,0.6389783798697087,1.0,1.0,0.0,0.049999999999999795,0.20000000000000018,../linear_tile_gpu/pl_d1e-03_a2_n10_s42/alpha_solved__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n10_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1,prescribed,0.0,H1,alpha_prescribed_0__h1,0.001,2.0,0.1,42,none,No pressure prior,,53,0.0012589254117941675,0.0,0.0011220184543019641,0.001584893192461114,0.0,0.0,0.41253754462275394,2.0,0.8259873469041479,0.39622641509433965,0.0,0.018867924528301886,0.1000000000000001,0.0,../linear_tile_gpu/pl_d1e-03_a2_n10_s42/alpha_prescribed_0__h1/distensibility_dashboard.html
pl_d1e-03_a2_n10_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1_h2,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.001,2.0,0.1,42,none,No pressure prior,,53,0.0012589254117941675,0.0,0.0012589254117941675,0.001412537544622754,0.0,0.0,0.41253754462275394,2.0,0.8061814730290409,0.11320754716981132,0.0,0.018867924528301886,0.049999999999999795,0.0,../linear_tile_gpu/pl_d1e-03_a2_n10_s42/alpha_prescribed_0__h1_h2/distensibility_dashboard.html
pl_d1e-03_a2_n10_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1,prescribed,1.0,H1,alpha_prescribed_1__h1,0.001,2.0,0.1,42,none,No pressure prior,,53,0.001412537544622754,1.0,0.0011220184543019641,0.001584893192461114,1.0,1.0,0.41253754462275394,1.0,0.6242843356382376,0.37735849056603776,0.0,0.018867924528301886,0.1000000000000001,0.0,../linear_tile_gpu/pl_d1e-03_a2_n10_s42/alpha_prescribed_1__h1/distensibility_dashboard.html
pl_d1e-03_a2_n10_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1_h2,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.001,2.0,0.1,42,none,No pressure prior,,53,0.0012589254117941675,1.0,0.0012589254117941675,0.001412537544622754,1.0,1.0,0.41253754462275394,1.0,0.7095596072320762,0.1509433962264151,0.0,0.018867924528301886,0.049999999999999795,0.0,../linear_tile_gpu/pl_d1e-03_a2_n10_s42/alpha_prescribed_1__h1_h2/distensibility_dashboard.html
pl_d1e-03_a2_n10_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_2__h1,prescribed,2.0,H1,alpha_prescribed_2__h1,0.001,2.0,0.1,42,none,No pressure prior,,53,0.001,2.0,0.0008912509381337459,0.0011220184543019641,2.0,2.0,0.0,0.0,0.6430312708797956,1.0,1.0,0.0,0.1000000000000001,0.0,../linear_tile_gpu/pl_d1e-03_a2_n10_s42/alpha_prescribed_2__h1/distensibility_dashboard.html
pl_d1e-03_a2_n10_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_2__h1_h2,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.001,2.0,0.1,42,none,No pressure prior,,53,0.001,2.0,0.001,0.001,2.0,2.0,0.0,0.0,0.6556903938503543,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-03_a2_n10_s42/alpha_prescribed_2__h1_h2/distensibility_dashboard.html
pl_d1e-03_a2_n10_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1,solved,nan,H1,alpha_solved__h1,0.001,2.0,0.1,42,none,No pressure prior,,53,0.001,2.0,0.0007943282347242822,0.0011220184543019641,1.75,2.25,0.10874906186625409,0.050000000000000266,0.6928881762288903,1.0,1.0,0.0,0.14999999999999988,0.5,../linear_tile_gpu/pl_d1e-03_a2_n10_s42/alpha_solved__h1/distensibility_dashboard.html
pl_d1e-03_a2_n10_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1_h2,solved,nan,H1 + H2,alpha_solved__h1_h2,0.001,2.0,0.1,42,none,No pressure prior,,53,0.001,2.0,0.001,0.001,1.9000000000000004,2.1,0.0,0.04999999999999982,0.6480312544552597,1.0,1.0,0.0,0.049999999999999795,0.20000000000000018,../linear_tile_gpu/pl_d1e-03_a2_n10_s42/alpha_solved__h1_h2/distensibility_dashboard.html
pl_d1e-03_a2_n10_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,0.0,H1,alpha_prescribed_0__h1,0.001,2.0,0.1,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.0012589254117941675,0.0,0.0011220184543019641,0.001584893192461114,0.0,0.0,0.41253754462275394,2.0,0.8259798670126152,0.39622641509433965,0.0,0.018867924528301886,0.1000000000000001,0.0,../linear_tile_gpu/pl_d1e-03_a2_n10_s42/alpha_prescribed_0__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n10_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_0__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.001,2.0,0.1,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.0012589254117941675,0.0,0.0012589254117941675,0.001412537544622754,0.0,0.0,0.41253754462275394,2.0,0.8208487552156267,0.11320754716981132,0.0,0.018867924528301886,0.049999999999999795,0.0,../linear_tile_gpu/pl_d1e-03_a2_n10_s42/alpha_prescribed_0__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n10_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,1.0,H1,alpha_prescribed_1__h1,0.001,2.0,0.1,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.001412537544622754,1.0,0.0011220184543019641,0.001584893192461114,1.0,1.0,0.41253754462275394,1.0,0.6134548140871288,0.37735849056603776,0.0,0.018867924528301886,0.1000000000000001,0.0,../linear_tile_gpu/pl_d1e-03_a2_n10_s42/alpha_prescribed_1__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n10_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_1__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.001,2.0,0.1,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.0012589254117941675,1.0,0.0012589254117941675,0.001412537544622754,1.0,1.0,0.41253754462275394,1.0,0.6424949948068961,0.1509433962264151,0.0,0.018867924528301886,0.049999999999999795,0.0,../linear_tile_gpu/pl_d1e-03_a2_n10_s42/alpha_prescribed_1__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n10_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_2__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,2.0,H1,alpha_prescribed_2__h1,0.001,2.0,0.1,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.001,2.0,0.0008912509381337459,0.0011220184543019641,2.0,2.0,0.0,0.0,0.6444294498591869,1.0,1.0,0.0,0.1000000000000001,0.0,../linear_tile_gpu/pl_d1e-03_a2_n10_s42/alpha_prescribed_2__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n10_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_prescribed_2__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.001,2.0,0.1,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.001,2.0,0.001,0.001,2.0,2.0,0.0,0.0,0.6337069038080296,1.0,1.0,0.0,0.0,0.0,../linear_tile_gpu/pl_d1e-03_a2_n10_s42/alpha_prescribed_2__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n10_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,solved,nan,H1,alpha_solved__h1,0.001,2.0,0.1,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.001,2.0,0.0007943282347242822,0.0011220184543019641,1.75,2.25,0.10874906186625409,0.050000000000000266,0.694415895683374,1.0,1.0,0.0,0.14999999999999988,0.5,../linear_tile_gpu/pl_d1e-03_a2_n10_s42/alpha_solved__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n10_s42,linear_tile,Linear Tile,linear_tile_gpu,gpu,alpha_solved__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,solved,nan,H1 + H2,alpha_solved__h1_h2,0.001,2.0,0.1,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.001,2.0,0.001,0.001,1.9000000000000004,2.1,0.0,0.04999999999999982,0.6353268222199582,1.0,1.0,0.0,0.049999999999999795,0.20000000000000018,../linear_tile_gpu/pl_d1e-03_a2_n10_s42/alpha_solved__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_prescribed_0__h1,prescribed,0.0,H1,alpha_prescribed_0__h1,0.001,2.0,0.25,42,none,No pressure prior,,1,0.00223872113856834,0.0,0.00223872113856834,0.00223872113856834,0.0,0.0,1.2387211385683399,2.0,0.7240473048166953,0.0,0.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-03_a2_n25_s42/alpha_prescribed_0__h1/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_prescribed_0__h1_h2,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.001,2.0,0.25,42,none,No pressure prior,,1,0.0019952623149688807,0.0,0.0019952623149688807,0.0019952623149688807,0.0,0.0,0.9952623149688806,2.0,0.7760744494188846,0.0,0.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-03_a2_n25_s42/alpha_prescribed_0__h1_h2/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_prescribed_1__h1,prescribed,1.0,H1,alpha_prescribed_1__h1,0.001,2.0,0.25,42,none,No pressure prior,,1,0.001584893192461114,1.0,0.001584893192461114,0.001584893192461114,1.0,1.0,0.584893192461114,1.0,0.3818327387040684,0.0,0.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-03_a2_n25_s42/alpha_prescribed_1__h1/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_prescribed_1__h1_h2,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.001,2.0,0.25,42,none,No pressure prior,,1,0.001584893192461114,1.0,0.001584893192461114,0.001584893192461114,1.0,1.0,0.584893192461114,1.0,0.4251742056213846,0.0,0.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-03_a2_n25_s42/alpha_prescribed_1__h1_h2/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_prescribed_2__h1,prescribed,2.0,H1,alpha_prescribed_2__h1,0.001,2.0,0.25,42,none,No pressure prior,,1,0.001,2.0,0.001,0.001,2.0,2.0,0.0,0.0,0.005191139316288428,1.0,1.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-03_a2_n25_s42/alpha_prescribed_2__h1/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_prescribed_2__h1_h2,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.001,2.0,0.25,42,none,No pressure prior,,1,0.001,2.0,0.001,0.001,2.0,2.0,0.0,0.0,0.005269541833297318,1.0,1.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-03_a2_n25_s42/alpha_prescribed_2__h1_h2/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_solved__h1,solved,nan,H1,alpha_solved__h1,0.001,2.0,0.25,42,none,No pressure prior,,1,0.001,2.0,0.001,0.001,2.0,2.0,0.0,0.0,0.005191139316288428,1.0,1.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-03_a2_n25_s42/alpha_solved__h1/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_mosaic,Bayesian Mosaic,bayesian_mosaic,cpu,alpha_solved__h1_h2,solved,nan,H1 + H2,alpha_solved__h1_h2,0.001,2.0,0.25,42,none,No pressure prior,,1,0.001,2.0,0.001,0.001,2.0,2.0,0.0,0.0,0.005269541833297318,1.0,1.0,0.0,0.0,0.0,../bayesian_mosaic/pl_d1e-03_a2_n25_s42/alpha_solved__h1_h2/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,0.0,H1,alpha_prescribed_0__h1,0.001,2.0,0.25,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.0012589254117941675,0.0,0.000707945784384138,0.0017782794100389228,0.0,0.0,0.5533164078490366,2.0,1.1396313816098187,0.5660377358490566,0.0,0.05660377358490566,0.30000000000000027,0.0,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_prescribed_0__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.001,2.0,0.25,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.0012589254117941675,0.0,0.0011220184543019641,0.001412537544622754,0.0,0.0,0.41253754462275394,2.0,1.1120401800486754,0.41509433962264153,0.0,0.018867924528301886,0.1000000000000001,0.0,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_prescribed_0__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_1__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,1.0,H1,alpha_prescribed_1__h1,0.001,2.0,0.25,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.0012589254117941675,1.0,0.0007943282347242822,0.001584893192461114,1.0,1.0,0.41253754462275394,1.0,1.1101015001684083,0.6792452830188679,0.0,0.018867924528301886,0.29999999999999977,0.0,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_prescribed_1__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_1__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.001,2.0,0.25,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.0012589254117941675,1.0,0.0011220184543019641,0.001412537544622754,1.0,1.0,0.25892541179416745,1.0,0.9324575649291896,0.3584905660377358,0.0,0.0,0.1000000000000001,0.0,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_prescribed_1__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_2__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,2.0,H1,alpha_prescribed_2__h1,0.001,2.0,0.25,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.001,2.0,0.000707945784384138,0.0012589254117941675,2.0,2.0,0.12201845430196409,0.0,1.0348714940211845,0.9811320754716981,1.0,0.03773584905660377,0.25,0.0,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_prescribed_2__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_2__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.001,2.0,0.25,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.001,2.0,0.0008912509381337459,0.0011220184543019641,2.0,2.0,0.0,0.0,1.0061476588327605,0.9811320754716981,1.0,0.0,0.1000000000000001,0.0,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_prescribed_2__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_solved__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,solved,nan,H1,alpha_solved__h1,0.001,2.0,0.25,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.001,1.9000000000000004,0.0005623413251903491,0.001412537544622754,1.4000000000000004,2.4000000000000004,0.12201845430196409,0.1499999999999999,1.0282990075361407,0.9622641509433962,0.9433962264150944,0.03773584905660377,0.35000000000000003,0.9499999999999997,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_solved__h1__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_solved__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42,solved,nan,H1 + H2,alpha_solved__h1_h2,0.001,2.0,0.25,42,k0,K=0 pressure prior (scaled),edge_local_mlp__K0__dc_only__seed42,53,0.001,1.9500000000000002,0.0007943282347242822,0.0011220184543019641,1.7000000000000002,2.25,0.0,0.10000000000000009,0.9561357288363047,0.9811320754716981,0.9811320754716981,0.0,0.14999999999999988,0.5499999999999998,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_solved__h1_h2__pressure_scaled__edge_local_mlp__K0__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1,prescribed,0.0,H1,alpha_prescribed_0__h1,0.001,2.0,0.25,42,none,No pressure prior,,53,0.0012589254117941675,0.0,0.000707945784384138,0.0017782794100389228,0.0,0.0,0.5533164078490366,2.0,1.15225678023453,0.5660377358490566,0.0,0.05660377358490566,0.30000000000000027,0.0,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_prescribed_0__h1/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1_h2,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.001,2.0,0.25,42,none,No pressure prior,,53,0.0012589254117941675,0.0,0.0011220184543019641,0.001412537544622754,0.0,0.0,0.41253754462275394,2.0,1.1121024953556158,0.41509433962264153,0.0,0.018867924528301886,0.1000000000000001,0.0,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_prescribed_0__h1_h2/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_1__h1,prescribed,1.0,H1,alpha_prescribed_1__h1,0.001,2.0,0.25,42,none,No pressure prior,,53,0.0012589254117941675,1.0,0.0007943282347242822,0.001584893192461114,1.0,1.0,0.41253754462275394,1.0,1.1076230442849242,0.6792452830188679,0.0,0.018867924528301886,0.29999999999999977,0.0,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_prescribed_1__h1/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_1__h1_h2,prescribed,1.0,H1 + H2,alpha_prescribed_1__h1_h2,0.001,2.0,0.25,42,none,No pressure prior,,53,0.0012589254117941675,1.0,0.0011220184543019641,0.001412537544622754,1.0,1.0,0.25892541179416745,1.0,0.9324578808950256,0.3584905660377358,0.0,0.0,0.1000000000000001,0.0,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_prescribed_1__h1_h2/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_2__h1,prescribed,2.0,H1,alpha_prescribed_2__h1,0.001,2.0,0.25,42,none,No pressure prior,,53,0.001,2.0,0.000707945784384138,0.0012589254117941675,2.0,2.0,0.12201845430196409,0.0,1.032109671832489,0.9811320754716981,1.0,0.03773584905660377,0.25,0.0,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_prescribed_2__h1/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_2__h1_h2,prescribed,2.0,H1 + H2,alpha_prescribed_2__h1_h2,0.001,2.0,0.25,42,none,No pressure prior,,53,0.001,2.0,0.0008912509381337459,0.0011220184543019641,2.0,2.0,0.0,0.0,1.0061939020805153,0.9811320754716981,1.0,0.0,0.1000000000000001,0.0,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_prescribed_2__h1_h2/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_solved__h1,solved,nan,H1,alpha_solved__h1,0.001,2.0,0.25,42,none,No pressure prior,,53,0.001,1.9000000000000004,0.0005623413251903491,0.001412537544622754,1.4000000000000004,2.4000000000000004,0.12201845430196409,0.1499999999999999,1.025515520349401,0.9622641509433962,0.9433962264150944,0.03773584905660377,0.35000000000000003,0.9499999999999997,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_solved__h1/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_solved__h1_h2,solved,nan,H1 + H2,alpha_solved__h1_h2,0.001,2.0,0.25,42,none,No pressure prior,,53,0.001,1.9500000000000002,0.0007943282347242822,0.0011220184543019641,1.7000000000000002,2.25,0.0,0.10000000000000009,0.9561785164885558,0.9811320754716981,0.9811320754716981,0.0,0.14999999999999988,0.5499999999999998,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_solved__h1_h2/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,0.0,H1,alpha_prescribed_0__h1,0.001,2.0,0.25,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.0012589254117941675,0.0,0.000707945784384138,0.0017782794100389228,0.0,0.0,0.5533164078490366,2.0,1.1399409797292033,0.5660377358490566,0.0,0.05660377358490566,0.30000000000000027,0.0,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_prescribed_0__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_0__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,0.0,H1 + H2,alpha_prescribed_0__h1_h2,0.001,2.0,0.25,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.0012589254117941675,0.0,0.0011220184543019641,0.001412537544622754,0.0,0.0,0.41253754462275394,2.0,1.1120401903029442,0.41509433962264153,0.0,0.018867924528301886,0.1000000000000001,0.0,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_prescribed_0__h1_h2__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
pl_d1e-03_a2_n25_s42,bayesian_tile,Bayesian Tile,bayesian_tile_gpu,gpu,alpha_prescribed_1__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42,prescribed,1.0,H1,alpha_prescribed_1__h1,0.001,2.0,0.25,42,physics_gnn,Physics-GNN pressure prior (scaled),physics_informed_gnn__K4__dc_only__seed42,53,0.0012589254117941675,1.0,0.0007943282347242822,0.001584893192461114,1.0,1.0,0.41253754462275394,1.0,1.110267893866759,0.6792452830188679,0.0,0.018867924528301886,0.29999999999999977,0.0,../bayesian_tile_gpu/pl_d1e-03_a2_n25_s42/alpha_prescribed_1__h1__pressure_scaled__physics_informed_gnn__K4__dc_only__seed42/distensibility_dashboard.html
